state,year_or_session,bill_code,legiscan_title,download_link,filename,empath_environment,empath_energy,empath_social,empath_governance,empath_immigration
Iowa,86,HF 2459,Iowa House Bill 2459,https://legiscan.com/IA/text/HF2459/id/1399971/Iowa-2015-HF2459-Enrolled.html,iowa_general_assembly_86_HF2459.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2460,Iowa House Bill 2460,https://legiscan.com/IA/text/HF2460/id/1401164/Iowa-2015-HF2460-Enrolled.html,iowa_general_assembly_86_HF2460.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2314,Iowa Senate Bill 2314,https://legiscan.com/IA/text/SF2314/id/1395792/Iowa-2015-SF2314-Enrolled.html,iowa_general_assembly_86_SF2314.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2315,Iowa Senate Bill 2315,https://legiscan.com/IA/text/SF2315/id/1390239/Iowa-2015-SF2315-Introduced.html,iowa_general_assembly_86_SF2315.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2316,Iowa Senate Bill 2316,https://legiscan.com/IA/text/SF2316/id/1397547/Iowa-2015-SF2316-Enrolled.html,iowa_general_assembly_86_SF2316.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2321,Iowa Senate Bill 2321,https://legiscan.com/IA/text/SF2321/id/1391932/Iowa-2015-SF2321-Introduced.html,iowa_general_assembly_86_SF2321.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2322,Iowa Senate Bill 2322,https://legiscan.com/IA/text/SF2322/id/1391935/Iowa-2015-SF2322-Introduced.html,iowa_general_assembly_86_SF2322.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2323,Iowa Senate Bill 2323,https://legiscan.com/IA/text/SF2323/id/1397258/Iowa-2015-SF2323-Enrolled.html,iowa_general_assembly_86_SF2323.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2324,Iowa Senate Bill 2324,https://legiscan.com/IA/text/SF2324/id/1398003/Iowa-2015-SF2324-Enrolled.html,iowa_general_assembly_86_SF2324.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2394,Iowa House Bill 2394,https://legiscan.com/IA/text/HF2394/id/1395848/Iowa-2015-HF2394-Enrolled.html,iowa_general_assembly_86_HF2394.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3190,Iowa Senate Study Bill 3190,https://legiscan.com/IA/text/SSB3190/id/1399690/Iowa-2015-SSB3190-Introduced.html,iowa_general_assembly_86_SSB3190.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 658,Iowa House Study Bill 658,https://legiscan.com/IA/text/HSB658/id/1399788/Iowa-2015-HSB658-Introduced.html,iowa_general_assembly_86_HSB658.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 567,Iowa House Bill 567,https://legiscan.com/IA/text/HF567/id/1173680/Iowa-2015-HF567-Amended.html,iowa_general_assembly_86_HF567.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2144,Iowa Senate Bill 2144,https://legiscan.com/IA/text/SF2144/id/1371532/Iowa-2015-SF2144-Enrolled.html,iowa_general_assembly_86_SF2144.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2454,Iowa House Bill 2454,https://legiscan.com/IA/text/HF2454/id/1394755/Iowa-2015-HF2454-Enrolled.html,iowa_general_assembly_86_HF2454.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2320,Iowa Senate Bill 2320,https://legiscan.com/IA/text/SF2320/id/1398994/Iowa-2015-SF2320-Enrolled.html,iowa_general_assembly_86_SF2320.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2326,Iowa Senate Bill 2326,https://legiscan.com/IA/text/SF2326/id/1399734/Iowa-2015-SF2326-Enrolled.html,iowa_general_assembly_86_SF2326.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3189,Iowa Senate Study Bill 3189,https://legiscan.com/IA/text/SSB3189/id/1393359/Iowa-2015-SSB3189-Introduced.html,iowa_general_assembly_86_SSB3189.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2464,Iowa House Bill 2464,https://legiscan.com/IA/text/HF2464/id/1397602/Iowa-2015-HF2464-Enrolled.html,iowa_general_assembly_86_HF2464.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2461,Iowa House Bill 2461,https://legiscan.com/IA/text/HF2461/id/1392813/Iowa-2015-HF2461-Introduced.html,iowa_general_assembly_86_HF2461.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2462,Iowa House Bill 2462,https://legiscan.com/IA/text/HF2462/id/1392809/Iowa-2015-HF2462-Introduced.html,iowa_general_assembly_86_HF2462.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2465,Iowa House Bill 2465,https://legiscan.com/IA/text/HF2465/id/1399778/Iowa-2015-HF2465-Introduced.html,iowa_general_assembly_86_HF2465.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2455,Iowa House Bill 2455,https://legiscan.com/IA/text/HF2455/id/1396663/Iowa-2015-HF2455-Enrolled.html,iowa_general_assembly_86_HF2455.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2308,Iowa Senate Bill 2308,https://legiscan.com/IA/text/SF2308/id/1397959/Iowa-2015-SF2308-Enrolled.html,iowa_general_assembly_86_SF2308.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2452,Iowa House Bill 2452,https://legiscan.com/IA/text/HF2452/id/1380894/Iowa-2015-HF2452-Introduced.html,iowa_general_assembly_86_HF2452.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2319,Iowa Senate Bill 2319,https://legiscan.com/IA/text/SF2319/id/1390246/Iowa-2015-SF2319-Introduced.html,iowa_general_assembly_86_SF2319.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2313,Iowa Senate Bill 2313,https://legiscan.com/IA/text/SF2313/id/1397266/Iowa-2015-SF2313-Enrolled.html,iowa_general_assembly_86_SF2313.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2467,Iowa House Bill 2467,https://legiscan.com/IA/text/HF2467/id/1399811/Iowa-2015-HF2467-Introduced.html,iowa_general_assembly_86_HF2467.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3188,Iowa Senate Study Bill 3188,https://legiscan.com/IA/text/SSB3188/id/1391887/Iowa-2015-SSB3188-Introduced.html,iowa_general_assembly_86_SSB3188.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2443,Iowa House Bill 2443,https://legiscan.com/IA/text/HF2443/id/1395305/Iowa-2015-HF2443-Enrolled.html,iowa_general_assembly_86_HF2443.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2381,Iowa House Bill 2381,https://legiscan.com/IA/text/HF2381/id/1347195/Iowa-2015-HF2381-Introduced.html,iowa_general_assembly_86_HF2381.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2439,Iowa House Bill 2439,https://legiscan.com/IA/text/HF2439/id/1395418/Iowa-2015-HF2439-Enrolled.html,iowa_general_assembly_86_HF2439.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2440,Iowa House Bill 2440,https://legiscan.com/IA/text/HF2440/id/1372037/Iowa-2015-HF2440-Introduced.html,iowa_general_assembly_86_HF2440.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2241,Iowa Senate Bill 2241,https://legiscan.com/IA/text/SF2241/id/1343320/Iowa-2015-SF2241-Introduced.html,iowa_general_assembly_86_SF2241.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2306,Iowa Senate Bill 2306,https://legiscan.com/IA/text/SF2306/id/1392745/Iowa-2015-SF2306-Enrolled.html,iowa_general_assembly_86_SF2306.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SR 118,Iowa Senate Resolution 118,https://legiscan.com/IA/text/SR118/id/1392819/Iowa-2015-SR118-Introduced.html,iowa_general_assembly_86_SR118.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2325,Iowa Senate Bill 2325,https://legiscan.com/IA/text/SF2325/id/1397316/Iowa-2015-SF2325-Amended.html,iowa_general_assembly_86_SF2325.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3179,Iowa Senate Study Bill 3179,https://legiscan.com/IA/text/SSB3179/id/1379820/Iowa-2015-SSB3179-Introduced.html,iowa_general_assembly_86_SSB3179.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2463,Iowa House Bill 2463,https://legiscan.com/IA/text/HF2463/id/1392812/Iowa-2015-HF2463-Introduced.html,iowa_general_assembly_86_HF2463.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2445,Iowa House Bill 2445,https://legiscan.com/IA/text/HF2445/id/1393256/Iowa-2015-HF2445-Enrolled.html,iowa_general_assembly_86_HF2445.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2448,Iowa House Bill 2448,https://legiscan.com/IA/text/HF2448/id/1383179/Iowa-2015-HF2448-Amended.html,iowa_general_assembly_86_HF2448.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2453,Iowa House Bill 2453,https://legiscan.com/IA/text/HF2453/id/1383298/Iowa-2015-HF2453-Introduced.html,iowa_general_assembly_86_HF2453.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2382,Iowa House Bill 2382,https://legiscan.com/IA/text/HF2382/id/1347086/Iowa-2015-HF2382-Introduced.html,iowa_general_assembly_86_HF2382.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2410,Iowa House Bill 2410,https://legiscan.com/IA/text/HF2410/id/1348525/Iowa-2015-HF2410-Introduced.html,iowa_general_assembly_86_HF2410.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2451,Iowa House Bill 2451,https://legiscan.com/IA/text/HF2451/id/1387467/Iowa-2015-HF2451-Amended.html,iowa_general_assembly_86_HF2451.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2290,Iowa Senate Bill 2290,https://legiscan.com/IA/text/SF2290/id/1348617/Iowa-2015-SF2290-Introduced.html,iowa_general_assembly_86_SF2290.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 504,Iowa Senate Bill 504,https://legiscan.com/IA/text/SF504/id/1224043/Iowa-2015-SF504-Introduced.html,iowa_general_assembly_86_SF504.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2318,Iowa Senate Bill 2318,https://legiscan.com/IA/text/SF2318/id/1390237/Iowa-2015-SF2318-Introduced.html,iowa_general_assembly_86_SF2318.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 657,Iowa House Study Bill 657,https://legiscan.com/IA/text/HSB657/id/1392084/Iowa-2015-HSB657-Introduced.html,iowa_general_assembly_86_HSB657.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2457,Iowa House Bill 2457,https://legiscan.com/IA/text/HF2457/id/1395264/Iowa-2015-HF2457-Enrolled.html,iowa_general_assembly_86_HF2457.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2309,Iowa Senate Bill 2309,https://legiscan.com/IA/text/SF2309/id/1395663/Iowa-2015-SF2309-Enrolled.html,iowa_general_assembly_86_SF2309.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3186,Iowa Senate Study Bill 3186,https://legiscan.com/IA/text/SSB3186/id/1390872/Iowa-2015-SSB3186-Introduced.html,iowa_general_assembly_86_SSB3186.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3187,Iowa Senate Study Bill 3187,https://legiscan.com/IA/text/SSB3187/id/1390902/Iowa-2015-SSB3187-Introduced.html,iowa_general_assembly_86_SSB3187.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3185,Iowa Senate Study Bill 3185,https://legiscan.com/IA/text/SSB3185/id/1390884/Iowa-2015-SSB3185-Introduced.html,iowa_general_assembly_86_SSB3185.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2312,Iowa Senate Bill 2312,https://legiscan.com/IA/text/SF2312/id/1400312/Iowa-2015-SF2312-Enrolled.html,iowa_general_assembly_86_SF2312.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2236,Iowa Senate Bill 2236,https://legiscan.com/IA/text/SF2236/id/1341599/Iowa-2015-SF2236-Introduced.html,iowa_general_assembly_86_SF2236.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SR 114,Iowa Senate Resolution 114,https://legiscan.com/IA/text/SR114/id/1390240/Iowa-2015-SR114-Introduced.html,iowa_general_assembly_86_SR114.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2317,Iowa Senate Bill 2317,https://legiscan.com/IA/text/SF2317/id/1390236/Iowa-2015-SF2317-Introduced.html,iowa_general_assembly_86_SF2317.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3184,Iowa Senate Study Bill 3184,https://legiscan.com/IA/text/SSB3184/id/1388885/Iowa-2015-SSB3184-Introduced.html,iowa_general_assembly_86_SSB3184.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 656,Iowa House Study Bill 656,https://legiscan.com/IA/text/HSB656/id/1388903/Iowa-2015-HSB656-Introduced.html,iowa_general_assembly_86_HSB656.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2437,Iowa House Bill 2437,https://legiscan.com/IA/text/HF2437/id/1389351/Iowa-2015-HF2437-Enrolled.html,iowa_general_assembly_86_HF2437.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3176,Iowa Senate Study Bill 3176,https://legiscan.com/IA/text/SSB3176/id/1374042/Iowa-2015-SSB3176-Introduced.html,iowa_general_assembly_86_SSB3176.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2297,Iowa Senate Bill 2297,https://legiscan.com/IA/text/SF2297/id/1359436/Iowa-2015-SF2297-Introduced.html,iowa_general_assembly_86_SF2297.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3182,Iowa Senate Study Bill 3182,https://legiscan.com/IA/text/SSB3182/id/1387911/Iowa-2015-SSB3182-Introduced.html,iowa_general_assembly_86_SSB3182.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2414,Iowa House Bill 2414,https://legiscan.com/IA/text/HF2414/id/1392997/Iowa-2015-HF2414-Enrolled.html,iowa_general_assembly_86_HF2414.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2392,Iowa House Bill 2392,https://legiscan.com/IA/text/HF2392/id/1396298/Iowa-2015-HF2392-Enrolled.html,iowa_general_assembly_86_HF2392.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3183,Iowa Senate Study Bill 3183,https://legiscan.com/IA/text/SSB3183/id/1388993/Iowa-2015-SSB3183-Introduced.html,iowa_general_assembly_86_SSB3183.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3159,Iowa Senate Study Bill 3159,https://legiscan.com/IA/text/SSB3159/id/1339122/Iowa-2015-SSB3159-Introduced.html,iowa_general_assembly_86_SSB3159.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3160,Iowa Senate Study Bill 3160,https://legiscan.com/IA/text/SSB3160/id/1339164/Iowa-2015-SSB3160-Introduced.html,iowa_general_assembly_86_SSB3160.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3161,Iowa Senate Study Bill 3161,https://legiscan.com/IA/text/SSB3161/id/1339099/Iowa-2015-SSB3161-Introduced.html,iowa_general_assembly_86_SSB3161.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3162,Iowa Senate Study Bill 3162,https://legiscan.com/IA/text/SSB3162/id/1338911/Iowa-2015-SSB3162-Introduced.html,iowa_general_assembly_86_SSB3162.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3177,Iowa Senate Study Bill 3177,https://legiscan.com/IA/text/SSB3177/id/1374077/Iowa-2015-SSB3177-Introduced.html,iowa_general_assembly_86_SSB3177.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3175,Iowa Senate Study Bill 3175,https://legiscan.com/IA/text/SSB3175/id/1370889/Iowa-2015-SSB3175-Introduced.html,iowa_general_assembly_86_SSB3175.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2449,Iowa House Bill 2449,https://legiscan.com/IA/text/HF2449/id/1396452/Iowa-2015-HF2449-Enrolled.html,iowa_general_assembly_86_HF2449.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3181,Iowa Senate Study Bill 3181,https://legiscan.com/IA/text/SSB3181/id/1384562/Iowa-2015-SSB3181-Introduced.html,iowa_general_assembly_86_SSB3181.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2307,Iowa Senate Bill 2307,https://legiscan.com/IA/text/SF2307/id/1380906/Iowa-2015-SF2307-Introduced.html,iowa_general_assembly_86_SF2307.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2175,Iowa House Bill 2175,https://legiscan.com/IA/text/HF2175/id/1324235/Iowa-2015-HF2175-Introduced.html,iowa_general_assembly_86_HF2175.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2436,Iowa House Bill 2436,https://legiscan.com/IA/text/HF2436/id/1397689/Iowa-2015-HF2436-Enrolled.html,iowa_general_assembly_86_HF2436.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 453,Iowa Senate Bill 453,https://legiscan.com/IA/text/SF453/id/1390100/Iowa-2015-SF453-Enrolled.html,iowa_general_assembly_86_SF453.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2298,Iowa Senate Bill 2298,https://legiscan.com/IA/text/SF2298/id/1360237/Iowa-2015-SF2298-Introduced.html,iowa_general_assembly_86_SF2298.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2442,Iowa House Bill 2442,https://legiscan.com/IA/text/HF2442/id/1375716/Iowa-2015-HF2442-Introduced.html,iowa_general_assembly_86_HF2442.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2305,Iowa Senate Bill 2305,https://legiscan.com/IA/text/SF2305/id/1371175/Iowa-2015-SF2305-Introduced.html,iowa_general_assembly_86_SF2305.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3180,Iowa Senate Study Bill 3180,https://legiscan.com/IA/text/SSB3180/id/1380485/Iowa-2015-SSB3180-Introduced.html,iowa_general_assembly_86_SSB3180.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2399,Iowa House Bill 2399,https://legiscan.com/IA/text/HF2399/id/1363203/Iowa-2015-HF2399-Amended.html,iowa_general_assembly_86_HF2399.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2212,Iowa Senate Bill 2212,https://legiscan.com/IA/text/SF2212/id/1339476/Iowa-2015-SF2212-Introduced.html,iowa_general_assembly_86_SF2212.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SR 110,Iowa Senate Resolution 110,https://legiscan.com/IA/text/SR110/id/1376941/Iowa-2015-SR110-Introduced.html,iowa_general_assembly_86_SR110.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 649,Iowa House Study Bill 649,https://legiscan.com/IA/text/HSB649/id/1375200/Iowa-2015-HSB649-Introduced.html,iowa_general_assembly_86_HSB649.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 655,Iowa House Study Bill 655,https://legiscan.com/IA/text/HSB655/id/1379645/Iowa-2015-HSB655-Introduced.html,iowa_general_assembly_86_HSB655.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 654,Iowa House Study Bill 654,https://legiscan.com/IA/text/HSB654/id/1378792/Iowa-2015-HSB654-Introduced.html,iowa_general_assembly_86_HSB654.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2284,Iowa House Bill 2284,https://legiscan.com/IA/text/HF2284/id/1339636/Iowa-2015-HF2284-Introduced.html,iowa_general_assembly_86_HF2284.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 653,Iowa House Study Bill 653,https://legiscan.com/IA/text/HSB653/id/1375014/Iowa-2015-HSB653-Introduced.html,iowa_general_assembly_86_HSB653.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2441,Iowa House Bill 2441,https://legiscan.com/IA/text/HF2441/id/1375664/Iowa-2015-HF2441-Introduced.html,iowa_general_assembly_86_HF2441.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 651,Iowa House Study Bill 651,https://legiscan.com/IA/text/HSB651/id/1375163/Iowa-2015-HSB651-Introduced.html,iowa_general_assembly_86_HSB651.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2446,Iowa House Bill 2446,https://legiscan.com/IA/text/HF2446/id/1395576/Iowa-2015-HF2446-Enrolled.html,iowa_general_assembly_86_HF2446.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2450,Iowa House Bill 2450,https://legiscan.com/IA/text/HF2450/id/1380923/Iowa-2015-HF2450-Introduced.html,iowa_general_assembly_86_HF2450.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2116,Iowa Senate Bill 2116,https://legiscan.com/IA/text/SF2116/id/1382492/Iowa-2015-SF2116-Enrolled.html,iowa_general_assembly_86_SF2116.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2185,Iowa Senate Bill 2185,https://legiscan.com/IA/text/SF2185/id/1386541/Iowa-2015-SF2185-Enrolled.html,iowa_general_assembly_86_SF2185.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 650,Iowa House Study Bill 650,https://legiscan.com/IA/text/HSB650/id/1375139/Iowa-2015-HSB650-Introduced.html,iowa_general_assembly_86_HSB650.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2435,Iowa House Bill 2435,https://legiscan.com/IA/text/HF2435/id/1366246/Iowa-2015-HF2435-Introduced.html,iowa_general_assembly_86_HF2435.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3170,Iowa Senate Study Bill 3170,https://legiscan.com/IA/text/SSB3170/id/1357626/Iowa-2015-SSB3170-Introduced.html,iowa_general_assembly_86_SSB3170.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 644,Iowa House Study Bill 644,https://legiscan.com/IA/text/HSB644/id/1370514/Iowa-2015-HSB644-Introduced.html,iowa_general_assembly_86_HSB644.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 631,Iowa House Bill 631,https://legiscan.com/IA/text/HF631/id/1198492/Iowa-2015-HF631-Introduced.html,iowa_general_assembly_86_HF631.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3168,Iowa Senate Study Bill 3168,https://legiscan.com/IA/text/SSB3168/id/1357666/Iowa-2015-SSB3168-Introduced.html,iowa_general_assembly_86_SSB3168.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2113,Iowa Senate Bill 2113,https://legiscan.com/IA/text/SF2113/id/1327807/Iowa-2015-SF2113-Introduced.html,iowa_general_assembly_86_SF2113.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 647,Iowa House Study Bill 647,https://legiscan.com/IA/text/HSB647/id/1375114/Iowa-2015-HSB647-Introduced.html,iowa_general_assembly_86_HSB647.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2301,Iowa Senate Bill 2301,https://legiscan.com/IA/text/SF2301/id/1397671/Iowa-2015-SF2301-Enrolled.html,iowa_general_assembly_86_SF2301.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HF 2174,Iowa House Bill 2174,https://legiscan.com/IA/text/HF2174/id/1324374/Iowa-2015-HF2174-Introduced.html,iowa_general_assembly_86_HF2174.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,HSB 646,Iowa House Study Bill 646,https://legiscan.com/IA/text/HSB646/id/1375035/Iowa-2015-HSB646-Introduced.html,iowa_general_assembly_86_HSB646.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SSB 3171,Iowa Senate Study Bill 3171,https://legiscan.com/IA/text/SSB3171/id/1363953/Iowa-2015-SSB3171-Introduced.html,iowa_general_assembly_86_SSB3171.txt,0.0,0.0,0.0,0.0,0.0
Iowa,86,SF 2302,Iowa Senate Bill 2302,https://legiscan.com/IA/text/SF2302/id/1362665/Iowa-2015-SF2302-Introduced.html,iowa_general_assembly_86_SF2302.txt,0.0,0.0,0.0,0.0,0.0
